Language,URL,Released Year,Programming Paradigm,Computational Class,Usability,Technical Characteristics,Specific Language Types or Features,Abstract
DAWBridge,https://esolangs.org/wiki/DAWBridge,2023,,,unimplemented,,languages; two-dimensional languages,"DAWBridge is the ultimate challenge for those that are programmers, musicians, and masochists simultaneously. It was made by User:BoundedBeans."
Decleq,https://esolangs.org/wiki/Decleq,,,turing complete; turing tarpits,no io; unimplemented,,languages,Decleq (Decrement and jump if Less or Equal to zero) is an OISC by User:ChuckEsoteric08 inspired by P1eq.
...,https://esolangs.org/wiki/...,,,,implemented,cell-based,languages,... is an esolang created by randomIdiot. There are only 3 Symbols:
Functress,https://esolangs.org/wiki/Functress,2023,,turing complete,,,languages,Functress is an esolang invented by User:Hakerh400 in 2023.
Bus 581,https://esolangs.org/wiki/Bus 581,2023,,turing complete,,,languages,Bus 581 is an esolang invented by User:Hakerh400 in 2023.
Auphics,https://esolangs.org/wiki/Auphics,2023,,,unimplemented,,languages,Auphics is an esoteric programming language by User:BoundedBeans featuring:
Desmoslang,https://esolangs.org/wiki/Desmoslang,,,,,,languages,"Read Desmos-lang, it is a programming language designed to use Desmos's abilities."
SBL,https://esolangs.org/wiki/SBL,,,turing_complete,implemented,stack-based,languages,"SBL is a stack-based programming language, made by User:Alex s168, which focuses on being easy to use."
W (Viktor T. Toth),https://esolangs.org/wiki/W (Viktor T. Toth),2001,,,implemented,,languages; low-level,"W is a compiled low-level programming language created by Viktor T. Toth in or before 2001.  The goal of the language is to have a compiler that can be run on DOS 3 computers with a small amount of memory.  The compiler host and target platform are both DOS x86 real mode with only a single segment used, so address space is limited to 64 kilobytes.  The compiler is self-hosting implemented in W, though there is a (likely unpublished) C version as well."
TAML,https://esolangs.org/wiki/TAML,2021,,turing complete,,,languages,"TAML, the Text Adventure Markup Language, is an esoteric programming language intending to lay out the program as a kind of text adventure-like tree structure."
OCOO,https://esolangs.org/wiki/OCOO,,,,implemented,,languages,OCOO is an esoteric programming language designed by User:Trap-representation. OCOO is an acronym for One Character One Operation.
Marbles,https://esolangs.org/wiki/Marbles,2023,,bounded-storage machine,implemented,cell-based; particle automata,two-dimensional languages,Marbles is an esoteric programming language based on marble circuitry.
BrainEmoji,https://esolangs.org/wiki/BrainEmoji,,,turing complete; turing tarpits,implemented,cell-based,brainfuck equivalents; joke languages; low-level; languages; brainfuck derivatives,"BrainEmoji is a  joke esoteric programming language created by Parth Patel. It is identical to Brainfuck, except that the instructions are changed into emojis that look similar. As such, it is a member of the TrivialBrainfuckSubstitution family of programming languages."
Sprupine,https://esolangs.org/wiki/Sprupine,2023,,,unimplemented,cell-based,languages,Sprupine (named after Spruce and Pine trees) is a self-modifying esolang by User:BoundedBeans with binary tree code.
Pairpointing,https://esolangs.org/wiki/Pairpointing,2023,,,unimplemented,,languages; low-level,"Pairpointing is an esoteric programming language made by User: Fazaazafg. In Pairpointing, every variable is a pair. Each pair holds two pointers, which both can point to some other pair, to nothing (also known as a null pointer), or even point to its own pair."
Xeroxer,https://esolangs.org/wiki/Xeroxer,2023,,turing complete; turing tarpits,no io; implemented,,languages,Xeroxer is an OISC by User:Pro465. it has only one command:
Hive,https://esolangs.org/wiki/Hive,2023,,,implemented,concurrent programming,languages; two-dimensional languages,"Hive is a 2D Programming Language created by User:Bsoelch, based on the idea of Hive intelligence."
"(,)","https://esolangs.org/wiki/(,)",,,turing complete,implemented,cell-based,languages; low-level,"(,) or in-parens-comma is a programming language designed with the thought that Brain-Flak has too many types of brackets.  
To run it, you use the interpreter here."
QWERTYUIOP,https://esolangs.org/wiki/QWERTYUIOP,,,,,,languages,QWERTYUIOP is a semi-joke esoteric programming language created by Cinnamony. QWERTYUIOP is designed to look like keyboard mashing.
Clandestine Endorsement,https://esolangs.org/wiki/Clandestine Endorsement,2023,,,,,languages,Clandestine Endorsement is an esolang invented by User:Hakerh400 in 2023.
Proprietary Esolang,https://esolangs.org/wiki/Proprietary Esolang,2023,,turing complete,,,languages,Proprietary Esolang is an esolang invented by User:Hakerh400 in 2023.
Computer For Number,https://esolangs.org/wiki/Computer For Number,,,turing complete,no io,queue-based,languages,"Computer For Number
A function for ""a natural number""，actually an array of interger.
All operations are on numbers,includes values,codes,variable for judgment,and instruction address."
Tsept,https://esolangs.org/wiki/Tsept,,,,implemented,stack-based; cell-based; concurrent programming,languages,"Tsept (pronounced /t͡sɛpt/) is an esolang with 28 instructions and 28 syscalls. Its name means ""Tetra Sept"" (4*7) because of the quantity, as mentioned earlier, of instructions and syscalls."
ForWhile,https://esolangs.org/wiki/ForWhile,2023,,,total; implemented,stack-based,languages,ForWhile is a minimalistic stack based Language created by User:Bsoelch.
Revapp,https://esolangs.org/wiki/Revapp,,functional paradigm,turing complete,implemented,,languages,"revapp is a programing language created by User:Abo-Junghichi.
It is based on Lambda calculus and uses call-by-need as it's evaluation strategy."
Two-instruction madness!,https://esolangs.org/wiki/Two-instruction madness!,,,turing complete; turing tarpits,,cell-based,languages,"Welcome to Two-instruction madness!
Unlike what it name says, Two-instruction madness! has three instructions. (If you want the true Two-instruction madness! experience hop over to Two-instruction madness! (fr this time)) Note that I am going to claim that this as the esolang with the least instructions.
You might say, Subleq only has 1 instruction! But, the subleq instruction has parameters. Also, you also might say, I/D machine! But the turing completeness proof DOES.NOT.MAKE.SENSE, because they need to subtract to refrence older values and because you can't subtract,you will eventually not be able to refrence older values. So I/D machine is not allowed, because it is not turing complete. All of the instructions in Two-instruction madness don't have parameters.
So, what are the 3 instructions? e, a and j. e stands for ""evaluate"" and it has two modes; mode 0 and mode 1. So, before we talk about the instructions, we need to
data pointer. Of course, the data pointer is simply a pointer in the memory. Now we can talk about the instructions! Back to the modes of e. Just kidding! The data pointer always moves in a direction specified by a value we will call the data direction. Now we can talk about the modes of e. Mode 0 will jump back two instructions in the code and flip it's mode. 
However, the e instruction will only execute 1 time, unless the e gets jumped back to from another e. Mode 1 is like mode 0, except instead of jumping back, you flip the direction of the data direction.
The a instruction is much simpler, it simply stops the data pointer from moving and add's the data direction to the current cell. (right=1, left=-1)
Also, to make this turing complete, there is j. It first checks if the value at the data pointer then if it's 0 then jumps back 3 instructions. It also activates the e like the edge case."
Goofy Ahh Esolang,https://esolangs.org/wiki/Goofy Ahh Esolang,2023,,,implemented,stack-based,languages,A stack-based esolang created by User:Dominicentek where every time you execute an instruction a goofy ahh sound plays based on the instruction. There's a 500ms delay between each instruction.
Floor,https://esolangs.org/wiki/Floor,2023,functional paradigm,,total; implemented,,languages,Floor is a programming language based on arithmetic expressions.
Simple logic,https://esolangs.org/wiki/Simple logic,2023,,turing complete,,,languages,Simple logic is an esolang invented by User:Hakerh400 in 2023.
Goto Considered Harmless,https://esolangs.org/wiki/Goto Considered Harmless,2023,,,implemented,cell-based,languages,"Goto Considered Harmless is an esoteric programming language created by User:Ninesquared81. It is named after the conditional jump operation, which is the language's only control flow construct."
Prefunge,https://esolangs.org/wiki/Prefunge,2023,,turing complete,unimplemented,stack-based,languages,Prefunge is a Befunge derivative by User:BoundedBeans.
Functional Struct Language,https://esolangs.org/wiki/Functional Struct Language,,functional paradigm,,no io; unimplemented,,languages; high-level,"The Functional Struct Language (FSL for short) is an functional esoteric programming language designed to lift the burden of predefined types and predefined functions and undefined behaviour, since this language does not contain any of these and everything you want to achieve must be programmed by hand (even types like integers and operations like addition). This makes it no longer necessary to look through the documentation of the language so often and also makes it so that there are no undefined edge cases in the language similar to division by zero in other programming languages."
